OPERADOR;SERVICIO;INDICATIVO;BLOQUE;MODALIDAD;LOCALIDAD
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2946;426;BASICA;LAMARQUE
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;342;5738;BASICA;FRANCK
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2334;418;BASICA;EDUARDO CASTEX
GIGARED SOCIEDAD ANONIMA;SBT;379;4974;BASICA;CORRIENTES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;3476;627;BASICA;TIMBUES
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2345;492;BASICA;25 DE MAYO (PROV.  BUENOS AIRES)
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2345;494;BASICA;25 DE MAYO (PROV.  BUENOS AIRES)
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3491;486;BASICA;CERES
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3731;560;BASICA;CHARATA
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;11;53816;BASICA;AMBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SBT;3854;4909;BASICA;CHOYA (PROV. SANTIAGO DEL ESTERO)
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;11;53817;BASICA;AMBA
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2946;423;BASICA;CHOELE CHOEL
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3468;579;BASICA;CORRAL DE BUSTOS
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;2946;422;BASICA;CHOELE CHOEL
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3465;439;BASICA;FIRMAT
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3493;468;BASICA;SUNCHALES
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3731;529;BASICA;GENERAL PINEDO
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3731;561;BASICA;LAS BREÑAS
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3482;351;BASICA;LAS TOSCAS (PROV. SANTA FE)
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;364;4318;BASICA;PRESIDENCIA ROQUE SAENZ PEÑA
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3843;409;BASICA;QUIMILI
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;364;4319;BASICA;QUITILIPI
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3408;454;BASICA;SAN CRISTOBAL
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3405;495;BASICA;SAN JAVIER (PROV.  SANTA FE)
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;3404;558;BASICA;SAN JERONIMO NORTE
INTERLINK SOCIEDAD RESPONSABILIDAD LIMITADA;SBT;342;5737;BASICA;SAN JOSE DEL RINCON
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3491;488;BASICA;TOSTADO
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3491;487;BASICA;TOSTADO
RED INTERCABLE DIGITAL SOCIEDAD ANONIMA;SBT;3493;469;BASICA;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;480;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;4765;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;4767;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;613;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;619;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;381;3244;MPP;SAN MIGUEL DE TUCUMAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;479;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;343;5271;MPP;PARANA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3873;23;CPP;TARTAGAL (PROV.  SALTA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;615;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;4766;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;4768;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3873;21;CPP;TARTAGAL (PROV.  SALTA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;4769;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;343;5270;MPP;PARANA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;478;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;351;8353;MPP;CORDOBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;617;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2622;376;CPP;TUNUYAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;477;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;6799;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2622;377;CPP;TUNUYAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;618;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3856;481;CPP;SUMAMPA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3400;582;CPP;VILLA CONSTITUCION
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;341;7320;MPP;ROSARIO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;383;4096;MPP;CATAMARCA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3735;57;CPP;VILLA ANGELA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;387;5581;MPP;SALTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3735;56;CPP;VILLA ANGELA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3735;65;CPP;VILLA ANGELA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3735;64;CPP;VILLA ANGELA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3873;387;CPP;TARTAGAL (PROV.  SALTA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3873;388;CPP;TARTAGAL (PROV.  SALTA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3873;389;CPP;TARTAGAL (PROV.  SALTA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3873;205;CPP;TARTAGAL (PROV.  SALTA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3873;22;CPP;TARTAGAL (PROV.  SALTA)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2622;316;CPP;TUNUYAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3483;516;CPP;VERA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3400;585;CPP;VILLA CONSTITUCION
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;612;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;616;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;610;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;611;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;678;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2901;637;CPP;USHUAIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3400;584;CPP;VILLA CONSTITUCION
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2901;638;CPP;USHUAIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2622;317;CPP;TUNUYAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3400;586;CPP;VILLA CONSTITUCION
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3400;587;CPP;VILLA CONSTITUCION
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2622;375;CPP;TUNUYAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2901;639;CPP;USHUAIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;677;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3400;583;CPP;VILLA CONSTITUCION
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;544;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;541;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;286;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;288;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2622;379;CPP;TUNUYAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;287;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;283;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;281;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;285;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;29;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;548;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;542;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;546;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;543;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;547;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;4929;MPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;284;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3837;499;CPP;TINOGASTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;385;614;CPP;SANTIAGO DEL ESTERO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2622;378;CPP;TUNUYAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3837;494;CPP;TINOGASTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3544;539;CPP;VILLA DOLORES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3487;282;CPP;ZARATE
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3544;68;CPP;VILLA DOLORES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3837;498;CPP;TINOGASTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;545;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3544;538;CPP;VILLA DOLORES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3837;495;CPP;TINOGASTA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3544;668;CPP;VILLA DOLORES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3544;69;CPP;VILLA DOLORES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3493;540;CPP;SUNCHALES
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;11;7220;CPP;AMBA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;535;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3786;444;CPP;ITUZAINGO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3777;73;CPP;GOYA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3777;72;CPP;GOYA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3777;70;CPP;GOYA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3777;29;CPP;GOYA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3777;71;CPP;GOYA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;552;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;533;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;553;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;4684;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;4685;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;4687;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;534;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;538;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;4688;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;4689;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;536;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3446;212;CPP;GUALEGUAYCHU
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;4545;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3786;443;CPP;ITUZAINGO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3786;445;CPP;ITUZAINGO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3786;448;CPP;ITUZAINGO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3786;446;CPP;ITUZAINGO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3786;447;CPP;ITUZAINGO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;551;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3446;213;CPP;GUALEGUAYCHU
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;4686;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;556;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;550;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;549;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;548;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;555;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;554;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3444;547;CPP;GUALEGUAY
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3446;22;CPP;GUALEGUAYCHU
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;472;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;500;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;504;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;514;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3465;487;CPP;FIRMAT
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3465;488;CPP;FIRMAT
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;4732;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;539;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;4730;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;505;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;471;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;470;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;4734;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;4733;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3751;36;CPP;ELDORADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3751;33;CPP;ELDORADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3751;34;CPP;ELDORADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3454;4731;CPP;FEDERAL
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;511;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3525;693;CPP;JESUS MARIA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3725;59;CPP;GENERAL JOSE DE SAN MARTIN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;508;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;518;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;517;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;516;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;515;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;503;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;512;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;502;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;510;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;519;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;509;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;501;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;507;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;506;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3498;4683;CPP;GOBERNADOR CRESPO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;370;513;CPP;FORMOSA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;525;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3786;442;CPP;ITUZAINGO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;505;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;509;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;551;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;54;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;508;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;503;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;51;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;550;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;520;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;521;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;522;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;523;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;524;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;2323;221;CPP;LUJAN (PROV.  BUENOS AIRES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3886;618;CPP;LIBERTADOR GENERAL SAN MARTIN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3734;526;CPP;MACHAGAI
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;4542;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3844;57;CPP;AÑATUYA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;4547;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;4544;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;4541;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;4540;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;453;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3773;504;CPP;MERCEDES (PROV.  CORRIENTES)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;4543;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3482;297;CPP;LAS TOSCAS (PROV. SANTA FE)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3876;618;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3876;629;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3876;619;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3876;640;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3876;641;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3876;642;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3876;63;CPP;METAN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3841;452;CPP;MONTE QUEMADO
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3437;5286;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3885;435;CPP;LA QUIACA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3885;436;CPP;LA QUIACA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3885;4802;CPP;LA QUIACA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3437;5288;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3437;5283;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3437;54;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3886;619;CPP;LIBERTADOR GENERAL SAN MARTIN
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3437;5287;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3885;437;CPP;LA QUIACA
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3437;5284;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3437;5285;CPP;LA PAZ (PROV.  ENTRE RIOS)
TELECOM ARGENTINA SOCIEDAD ANONIMA;SRMC/STM/PCS;3525;694;CPP;JESUS MARIA
