OPERADOR;SERVICIO;INDICATIVO;BLOQUE;MODALIDAD;LOCALIDAD
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2246;502;CPP;SANTA TERESITA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;530;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;529;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;528;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;527;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;470;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;471;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4720;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4722;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;385;525;CPP;SANTIAGO DEL ESTERO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4721;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;385;524;CPP;SANTIAGO DEL ESTERO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;439;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4723;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4276;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;429;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;385;523;CPP;SANTIAGO DEL ESTERO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;428;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;385;520;CPP;SANTIAGO DEL ESTERO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4279;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4274;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;297;4644;CPP;SARMIENTO (PROV.  CHUBUT)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;380;4275;CPP;LA RIOJA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3873;620;CPP;TARTAGAL (PROV.  SALTA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;297;4643;CPP;SARMIENTO (PROV.  CHUBUT)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3855;415;CPP;SUNCHO CORRAL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3855;416;CPP;SUNCHO CORRAL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2657;355;CPP;MERCEDES (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;249;4380;CPP;TANDIL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;249;4381;CPP;TANDIL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;249;4382;CPP;TANDIL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;249;4383;CPP;TANDIL
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2962;424;CPP;SAN JULIAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2962;423;CPP;SAN JULIAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;480;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3873;61;CPP;TARTAGAL (PROV.  SALTA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;486;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3873;544;CPP;TARTAGAL (PROV.  SALTA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3873;543;CPP;TARTAGAL (PROV.  SALTA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3873;545;CPP;TARTAGAL (PROV.  SALTA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;521;CPP;TECKA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;520;CPP;TECKA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;524;CPP;TECKA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;523;CPP;TECKA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2945;522;CPP;TECKA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3498;467;CPP;SAN JUSTO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2394;446;CPP;TRES LOMAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3873;621;CPP;TARTAGAL (PROV.  SALTA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;484;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2657;354;CPP;MERCEDES (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;525;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3405;418;CPP;SAN JAVIER (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3405;419;CPP;SAN JAVIER (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3891;407;CPP;LAMADRID
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;531;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2940;419;CPP;SIERRA COLORADA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2940;417;CPP;SIERRA COLORADA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2940;418;CPP;SIERRA COLORADA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2940;421;CPP;SIERRA COLORADA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2962;425;CPP;SAN JULIAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;532;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;297;4642;CPP;SARMIENTO (PROV.  CHUBUT)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;446;CPP;SIERRA GRANDE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;445;CPP;SIERRA GRANDE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;448;CPP;SIERRA GRANDE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;447;CPP;SIERRA GRANDE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;449;CPP;SIERRA GRANDE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;481;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;482;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;485;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;264;483;CPP;SAN JUAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2657;353;CPP;MERCEDES (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2940;420;CPP;SIERRA COLORADA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3462;341;CPP;VENADO TUERTO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2302;674;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;451;CPP;VALCHETA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;454;CPP;VALCHETA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;450;CPP;VALCHETA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3775;451;CPP;MONTE CASEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2227;57;CPP;LOBOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2227;52;CPP;LOBOS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4758;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2267;468;CPP;GENERAL MADARIAGA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4219;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3462;340;CPP;VENADO TUERTO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2302;671;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2931;409;CPP;GENERAL CONESA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2931;408;CPP;GENERAL CONESA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2931;407;CPP;GENERAL CONESA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2931;406;CPP;GENERAL CONESA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2931;405;CPP;GENERAL CONESA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4759;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;294;4214;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2243;424;CPP;GENERAL BELGRANO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2243;423;CPP;GENERAL BELGRANO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2625;458;CPP;GENERAL ALVEAR (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2267;469;CPP;GENERAL MADARIAGA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2954;36;CPP;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2656;443;CPP;MERLO (PROV.  SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2622;60;CPP;TUNUYAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2622;557;CPP;TUNUYAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2622;556;CPP;TUNUYAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2622;555;CPP;TUNUYAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2622;554;CPP;TUNUYAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2622;553;CPP;TUNUYAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2622;552;CPP;TUNUYAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;440;CPP;MINISTRO RAMOS MEXIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;441;CPP;MINISTRO RAMOS MEXIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2302;673;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4756;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2302;672;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2954;37;CPP;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3775;452;CPP;MONTE CASEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2302;62;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2901;551;CPP;USHUAIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2901;550;CPP;USHUAIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;453;CPP;VALCHETA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;452;CPP;VALCHETA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2302;670;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2302;66;CPP;GENERAL PICO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2625;459;CPP;GENERAL ALVEAR (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2934;442;CPP;MINISTRO RAMOS MEXIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;543;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2625;457;CPP;GENERAL ALVEAR (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4727;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4223;CPP;GAN GAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4225;CPP;GAN GAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4226;CPP;GAN GAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4227;CPP;GAN GAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4224;CPP;GAN GAN
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4728;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3854;450;CPP;FRIAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3854;449;CPP;FRIAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;294;4717;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;544;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;294;4398;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;542;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;546;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;370;4726;CPP;FORMOSA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;545;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;540;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;539;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;538;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;SRMC/PCS;2323;681;CPP;LUJAN (PROV.  BUENOS AIRES)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;294;4716;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;263;4327;CPP;SAN MARTIN (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3863;541;CPP;MONTEROS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4755;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4226;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2625;52;CPP;GENERAL ALVEAR (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;696;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;697;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;698;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;699;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;30;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;648;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;649;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;650;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4725;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;652;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2625;456;CPP;GENERAL ALVEAR (PROV.  MENDOZA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4757;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;266;4726;CPP;SAN LUIS (PROV. SAN LUIS)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;411;CPP;GENERAL ACHA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2952;410;CPP;GENERAL ACHA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4232;CPP;GASTRE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4231;CPP;GASTRE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4230;CPP;GASTRE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4229;CPP;GASTRE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;280;4228;CPP;GASTRE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;294;4215;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2920;651;CPP;VIEDMA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;676;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2929;414;CPP;GUAMINI
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;672;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;625;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;627;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;629;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;626;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;628;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;673;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;677;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;298;4220;CPP;GENERAL ROCA (PROV.  RIO NEGRO)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;675;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;673;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;678;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;674;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;680;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2954;30;CPP;SANTA ROSA (PROV.  LA PAMPA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;630;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;631;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;632;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;628;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3564;301;CPP;SAN FRANCISCO (PROV. CORDOBA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;317;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3446;679;CPP;GUALEGUAYCHU
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3564;304;CPP;SAN FRANCISCO (PROV. CORDOBA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;294;4213;CPP;SAN CARLOS DE BARILOCHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2394;445;CPP;TRES LOMAS
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3564;300;CPP;SAN FRANCISCO (PROV. CORDOBA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3887;405;CPP;HUMAHUACA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3887;402;CPP;HUMAHUACA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3887;403;CPP;HUMAHUACA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3887;404;CPP;HUMAHUACA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3887;406;CPP;HUMAHUACA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2336;410;CPP;HUINCA RENANCO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2336;409;CPP;HUINCA RENANCO
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2929;415;CPP;GUAMINI
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2933;409;CPP;HUANGUELEN SUR
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;674;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3564;305;CPP;SAN FRANCISCO (PROV. CORDOBA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3564;306;CPP;SAN FRANCISCO (PROV. CORDOBA)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;676;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3476;677;CPP;SAN LORENZO (PROV.  SANTA FE)
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2924;415;CPP;GUATRACHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2924;414;CPP;GUATRACHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2924;413;CPP;GUATRACHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2924;416;CPP;GUATRACHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2924;417;CPP;GUATRACHE
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;319;CPP;GOYA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2933;408;CPP;HUANGUELEN SUR
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;2261;407;CPP;LOBERIA
TELEFONICA MOVILES ARGENTINA SOCIEDAD ANONIMA;STM/PCS;3777;316;CPP;GOYA
